SUMMARY OF GPS VELOCITIES

This file gives the GPS velocities used and the fits for the model in which permanent strain rates are
allowed in 8 of the blocks.
  
* in first column indicates velocity not used in solution
SITE = Site code
SRCE = Velocity source code (see Table 1)
BLCK = Block code (see Table 3) 
POLE = Pole this site constrains
Longit. = Longitude of site
Latit. = Latitude of site
Ve = East velocity from original source
Vn = North velocity from original source
Se = East velocity sigma from original source
Sn = North velocity sigma from original source
Sne = North-East correlation from original source
Enet = East reference frame adjustment 
Nnet = North reference frame adjustment 
Eref = East velocity in NOAM reference frame
Nref = North velocity in NOAM reference frame
Eela = East velocity from elastic strain
Nela = North velocity from elastic strain
Erot = East velocity from block rotation
Nrot = North velocity from block rotation
Estr = East velocity from permanent strain rate
Nstr = North velocity from permanent strain rate
Eres = East residual velocity
Nres = North residual velocity
Vres = Total residual velocity
Vsig = Velocity uncertainty in direction of Vres
R/S = Vres / Vsig

 SITE     SRCE BLCK POLE  Longit.   Latit.     Ve     Vn     Se     Sn    Sne    Enet   Nnet   Eref   Nref   Eela   Nela   Erot   Nrot   Estr   Nstr   Eres   Nres   Vres   Vsig    R/S
*SAND_GPS CMM3 EMOJ PO26  243.721   34.255   -8.1    0.4    2.6    2.2 -0.0320    0.3   -0.1   -8.4    0.5    0.4    1.5   -6.6    3.9    0.0    0.0   -2.2   -4.9    5.4    2.3    2.4
 SANO_GPS CMM3 ANZA PO23  242.487   34.018  -22.1   24.1    1.0    1.1 -0.0630    0.3   -0.1  -22.4   24.2    3.6   -5.8  -26.4   30.8   -0.2   -1.2    0.6    0.4    0.7    1.0    0.7
 SANS_GPS CMM3 SGAB PO10  242.496   34.212  -20.1   20.2    1.1    1.1 -0.0350    0.3   -0.1  -20.5   20.2    5.9   -6.5  -29.2   25.8    0.1   -0.3    2.8    1.3    3.1    1.1    2.9
 SAOB     WUSC SALI PO16  238.553   36.765  -31.5   37.9    1.6    1.6 -0.0255    0.7   -0.1  -32.2   37.9    1.3   -1.3  -28.8   35.5   -1.8    2.6   -2.8    1.1    3.0    1.6    1.8
 SATI_GPS CMM3 VENT PO19  241.574   34.209  -28.2   27.0    2.9    1.8  0.0130    0.3    0.0  -28.6   27.1    1.8   -2.2  -29.7   30.8    1.1   -2.0   -1.8    0.4    1.8    2.8    0.7
 SAV1     WUSC NOAM PO01  278.304   32.139   -1.6    0.1    3.6    2.0 -0.0181    0.7    0.0   -2.3    0.1    0.0    0.0    0.0    0.0    0.0    0.0   -2.3    0.1    2.3    3.6    0.6
 SAWM_GPS CMM3 SGAB PO10  241.439   34.693  -19.4   19.6    0.9    0.9 -0.0490    0.3    0.0  -19.8   19.7    7.7   -8.4  -28.7   26.9    0.3    1.5    0.9   -0.3    1.0    0.9    1.1
 SBIS_GPS CMM3 PACI PO02  240.959   33.472  -30.6   34.7    0.9    1.0 -0.0610    0.3    0.0  -30.9   34.8    1.5   -2.5  -32.4   37.1    0.0    0.0    0.0    0.2    0.2    1.0    0.2
 SCH2     ITRF NOAM PO01  293.167   54.832  -17.9    6.8    0.8    1.1  0.4792  -18.1    6.1    0.2    0.7    0.0    0.0    0.0    0.0    0.0    0.0    0.2    0.7    0.8    1.2    0.6
 SCH2     RB03 NOAM PO01  293.167   54.832   -0.3    0.1    0.5    0.5  0.0167   -0.1    0.2   -0.2   -0.1    0.0    0.0    0.0    0.0    0.0    0.0   -0.2   -0.1    0.2    0.5    0.5
 SCH2     WUSC NOAM PO01  293.167   54.832   -0.6    0.2    0.8    0.8 -0.0041    0.4    0.0   -1.0    0.2    0.0    0.0    0.0    0.0    0.0    0.0   -1.0    0.2    1.0    0.8    1.3
*SCIA     WUSC MOJA PO11  242.612   34.607   -5.5   15.3    2.4    2.3  0.0465    0.7   -0.1   -6.2   15.4   -2.1    2.8   -9.8   11.9   -0.2   -0.1    5.8    0.8    5.9    2.4    2.5
*SCIA_GPS CMM3 MOJA PO11  242.612   34.607  -15.0   16.2    1.0    1.0 -0.0380    0.3   -0.1  -15.4   16.3   -2.1    2.8   -9.8   11.9   -0.2   -0.1   -3.4    1.7    3.8    1.0    3.6
 SCIP     BEAV PACI PO02  241.512   32.915  -42.2   22.5    0.8    0.7  0.0000  -11.5  -12.0  -30.7   34.5    1.5   -1.8  -32.9   36.7    0.0    0.0    0.7   -0.5    0.8    0.8    1.1
 SCIP     WUSC PACI PO02  241.512   32.914  -31.5   32.7    0.8    0.8 -0.0140    0.7   -0.1  -32.2   32.8    1.5   -1.8  -32.9   36.7    0.0    0.0   -0.8   -2.1    2.3    0.8    2.9
 SCIP_GPS CMM3 PACI PO02  241.512   32.914  -30.7   33.1    1.0    1.0 -0.0540    0.3    0.0  -31.1   33.2    1.5   -1.8  -32.9   36.7    0.0    0.0    0.3   -1.7    1.8    1.0    1.8
 SCLA_GPS CMM3 VENT PO19  240.961   34.326  -29.6   30.2    1.0    0.9 -0.0790    0.3    0.0  -30.0   30.2    1.3   -2.2  -29.7   31.5    0.2   -0.9   -1.7    1.9    2.6    1.0    2.6
 SCMS_GPS CMM3 WBAJ PO18  242.365   33.444  -27.9   30.6    1.0    1.0 -0.0470    0.3   -0.1  -28.2   30.7    1.5   -1.2  -28.9   30.3    0.0    0.0   -0.8    1.6    1.8    1.1    1.7
 SCTY     MC01 EBNR PO13  242.863   37.218   -1.8    0.6    0.5    0.5  0.0080    1.8   -0.8   -3.6    1.4   -0.7    1.2   -2.8    0.4    0.0    0.0   -0.1   -0.1    0.1    0.5    0.3
 SD15_GPS CMM3 WBAJ PO18  243.402   33.074  -26.9   27.5    1.2    1.7 -0.0240    0.3   -0.1  -27.2   27.6    3.0   -1.4  -29.2   29.2    0.0    0.0   -0.9   -0.2    1.0    1.2    0.8
 SD16_GPS CMM3 WBAJ PO18  243.590   33.039  -26.3   24.5    1.8    2.3 -0.0190    0.3   -0.1  -26.6   24.6    3.4   -1.8  -29.2   29.0    0.0    0.0   -0.8   -2.6    2.7    2.3    1.2
 SD17_GPS CMM3 WBAJ PO18  242.852   32.818  -28.2   28.8    1.2    1.5 -0.0310    0.3   -0.1  -28.6   28.9    1.1    0.1  -29.8   29.8    0.0    0.0    0.1   -1.0    1.0    1.5    0.7
 SD18_GPS CMM3 WBAJ PO18  243.069   32.912  -27.2   29.5    1.0    1.1 -0.0430    0.3   -0.1  -27.6   29.5    1.6   -0.7  -29.6   29.6    0.0    0.0    0.4    0.7    0.8    1.1    0.7
 SD21_GPS CMM3 WBAJ PO18  243.381   32.824  -26.3   28.1    0.9    1.0 -0.0570    0.3   -0.1  -26.6   28.1    2.0   -0.9  -29.6   29.2    0.0    0.0    1.0   -0.2    1.0    1.0    1.0
 SD34_GPS CMM3 WBAJ PO18  243.101   33.294  -25.3   28.1    1.5    2.0 -0.0170    0.3   -0.1  -25.6   28.2    3.0   -1.6  -28.9   29.5    0.0    0.0    0.3    0.2    0.4    1.7    0.2
 SD35_GPS CMM3 WBAJ PO18  243.429   32.914  -28.6   28.4    1.1    1.2 -0.0710    0.3   -0.1  -29.0   28.5    2.4   -1.1  -29.5   29.2    0.0    0.0   -1.9    0.4    2.0    1.1    1.8
 SDG6_GPS CMM3 ANZA PO23  243.297   33.382  -24.2   26.9    1.0    1.0 -0.0670    0.3   -0.1  -24.6   27.0    2.8   -3.7  -26.9   30.3    0.0    0.0   -0.4    0.3    0.6    1.0    0.6
 SECO_EDM CMM3 VENT PO19  240.558   34.626  -30.1   26.2    1.0    1.0 -0.0600    0.3    0.0  -30.4   26.3    1.6   -3.7  -29.4   31.9   -1.3   -1.5   -1.4   -0.4    1.4    1.0    1.4
 SEGU_EDM CMM3 EMOJ PO26  243.921   34.315   -0.3    7.5    3.6    1.8 -0.5720    0.3   -0.1   -0.7    7.6    0.7    1.7   -6.5    3.7    0.0    0.0    5.2    2.2    5.7    2.9    1.9
 SFAI     DXB2 EBAJ PO21  245.190   30.930  -31.6   28.6    1.6    1.0  0.0000    0.1   -0.2  -31.7   28.8   -0.1   -1.5  -29.7   31.0    0.0    0.0   -1.9   -0.6    2.0    1.6    1.3
 SFBC     WUSC EBAJ PO21  245.193   30.931  -29.5   27.6    1.4    1.2  0.0189    0.7   -0.1  -30.2   27.6   -0.1   -1.5  -29.7   31.0    0.0    0.0   -0.4   -1.9    1.9    1.3    1.5
 SFBC_GPS CMM3 EBAJ PO21  245.193   30.931  -30.9   27.7    0.9    0.8 -0.0770    0.3   -0.1  -31.2   27.8   -0.1   -1.5  -29.7   31.0    0.0    0.0   -1.4   -1.7    2.2    0.8    2.7
 SGHS_GPS CMM3 WBAJ PO18  241.891   34.089  -23.6   24.1    1.2    1.2 -0.0300    0.3    0.0  -24.0   24.1    2.1   -5.0  -28.0   30.8    0.0    0.0    1.9   -1.7    2.6    1.2    2.1
 SHAD_EDM CMM3 SALI PO16  239.317   36.030  -26.1   32.6    1.6    3.3  0.7520    0.3    0.0  -26.4   32.6    3.5   -0.6  -30.2   34.4   -0.1    0.8    0.4   -1.9    1.9    3.0    0.6
 SHIN     BARD WEBR PO20  239.775   40.592   -3.3    5.0    0.7    0.7  0.0010    2.8   -0.1   -6.1    5.1    0.0    0.2   -5.7    5.5   -1.3   -1.0    1.0    0.4    1.0    0.7    1.4
 SHIN     RB03 WEBR PO20  239.775   40.592   -6.4    4.9    0.5    0.5 -0.0001    0.2   -0.4   -6.6    5.2    0.0    0.2   -5.7    5.5   -1.3   -1.0    0.5    0.5    0.7    0.5    1.4
 SHIN     WUSC WEBR PO20  239.775   40.592   -6.6    5.7    0.8    0.8 -0.1420    0.6   -0.1   -7.2    5.7    0.0    0.2   -5.7    5.5   -1.3   -1.0   -0.2    1.0    1.0    0.8    1.3
 SHOS     MC01 EBNR PO13  243.739   36.943   -0.1    0.2    0.8    0.7  0.0320    1.8   -0.7   -1.9    0.9   -0.4    0.7   -2.8    0.6    0.0    0.0    1.2   -0.4    1.3    0.7    1.7
 SHOS     RB03 EBNR PO13  243.701   35.971   -4.2    0.6    0.9    0.8  0.1017    0.2   -0.3   -4.4    0.9   -0.7    1.1   -2.5    0.6    0.0    0.0   -1.2   -0.8    1.4    0.9    1.5
*SHOS     WUSC EBNR PO13  243.701   35.971   -6.8    2.1    2.2    2.2  0.0520    0.7   -0.1   -7.5    2.2   -0.7    1.1   -2.5    0.6    0.0    0.0   -4.3    0.5    4.3    2.2    1.9
 SHR2_GPS CMM3 SALI PO16  239.318   36.030  -26.2   33.7    0.9    0.9 -0.0510    0.3    0.0  -26.6   33.8    3.5   -0.6  -30.2   34.4   -0.1    0.8    0.2   -0.7    0.8    0.9    0.8
 SHSN_GPS CMM3 EBNR PO13  243.739   36.943   -1.8    1.5    0.9    0.9 -0.0310    0.3   -0.1   -2.2    1.6   -0.4    0.7   -2.8    0.6    0.0    0.0    1.0    0.3    1.0    0.9    1.1
 SIBE_GPS CMM3 EBNR PO13  243.984   34.624   -2.2    1.6    1.0    1.0 -0.0350    0.3   -0.1   -2.6    1.7   -1.3    1.5   -2.2    0.7    0.0    0.0    0.9   -0.5    1.0    1.0    1.0
 SIER_GPS CMM3 ANZA PO23  242.347   33.849  -24.4   27.1    0.9    0.9 -0.0640    0.3   -0.1  -24.8   27.1    1.7   -3.2  -26.6   30.9   -0.5   -1.1    0.6    0.5    0.8    0.9    0.9
 SILV_GPS CMM3 EBNR PO13  243.709   35.397   -3.7    0.6    1.3    1.3 -0.0180    0.3   -0.1   -4.1    0.7   -1.1    1.5   -2.4    0.6    0.0    0.0   -0.5   -1.4    1.5    1.3    1.2
 SIMM_EDM CMM3 SALI PO16  239.995   35.352  -24.9   27.1    1.6    1.1  0.2010    0.3    0.0  -25.2   27.2    6.7   -6.4  -31.5   33.3    1.5   -0.9   -1.9    1.1    2.2    1.4    1.6
 SIO2_GPS CMM3 WBAJ PO18  242.748   32.867  -28.4   29.8    0.8    0.9 -0.0710    0.3   -0.1  -28.7   29.9    0.9    0.3  -29.7   29.9    0.0    0.0    0.1   -0.3    0.3    0.9    0.4
 SIO3     ITRF WBAJ PO18  242.750   32.864  -38.3   14.5    2.5    2.3 -0.4661  -11.1  -12.4  -27.2   26.9    0.9    0.3  -29.7   29.9    0.0    0.0    1.6   -3.3    3.7    2.8    1.3
*SIO3     WUSC WBAJ PO18  242.750   32.865  -26.0   26.9    0.8    0.8 -0.1901    0.7   -0.1  -26.7   27.0    0.9    0.3  -29.7   29.9    0.0    0.0    2.1   -3.2    3.8    0.9    4.4
 SIO3_GPS CMM3 WBAJ PO18  242.750   32.865  -27.4   28.2    0.7    0.8 -0.0930    0.3   -0.1  -27.8   28.3    0.9    0.3  -29.7   29.9    0.0    0.0    1.1   -1.9    2.2    0.8    2.8
 SIPH     WUSC SMOJ PO01  244.322   33.427   -4.8    3.3    1.3    1.3 -0.0024    0.7   -0.1   -5.5    3.3   -5.8    5.8    0.0    0.0    0.0    0.0    0.3   -2.4    2.4    1.3    1.8
 SIPH_GPS CMM3 SMOJ PO01  244.322   33.427   -6.1    3.1    0.9    0.9 -0.0460    0.3   -0.1   -6.5    3.2   -5.8    5.8    0.0    0.0    0.0    0.0   -0.6   -2.6    2.6    0.9    2.8
 SISE_EDM CMM3 SGAB PO10  241.761   34.269  -25.1   22.6    1.2    1.0  0.0850    0.3    0.0  -25.5   22.6    3.6   -2.3  -29.3   26.5   -0.5   -1.4    0.8   -0.2    0.8    1.1    0.7
 SJOA_GPS CMM3 WBAJ PO18  242.184   33.602  -27.5   30.4    1.2    1.3 -0.0720    0.3   -0.1  -27.9   30.4    1.5   -1.6  -28.7   30.5    0.0    0.0   -0.7    1.5    1.7    1.3    1.3
 SJUA     WUSC ANZA PO23  242.262   33.914  -24.7   28.5    2.8    2.4 -0.0016    0.7   -0.1  -25.4   28.5    1.8   -3.4  -26.6   30.9   -0.5   -1.2   -0.1    2.2    2.2    2.4    0.9
 SJUA_EDM CMM3 ANZA PO23  242.262   33.914  -24.8   26.3    1.0    1.0  0.0700    0.3   -0.1  -25.1   26.3    1.8   -3.4  -26.6   30.9   -0.5   -1.2    0.2    0.0    0.2    1.0    0.2
 SJUA_GPS CMM3 ANZA PO23  242.262   33.914  -24.9   25.9    0.9    0.9 -0.0610    0.3   -0.1  -25.2   25.9    1.8   -3.4  -26.6   30.9   -0.5   -1.2    0.1   -0.4    0.4    0.9    0.5
 SKUL     RB03 EBNR PO13  243.789   36.730   -3.7    0.2    0.9    0.9  0.1043    0.2   -0.3   -3.9    0.6   -0.4    0.7   -2.7    0.6    0.0    0.0   -0.8   -0.8    1.1    0.9    1.2
*SKUL     WUSC EBNR PO13  243.789   36.730   -4.8    1.7    2.2    2.2  0.0484    0.7   -0.1   -5.4    1.8   -0.4    0.7   -2.7    0.6    0.0    0.0   -2.3    0.4    2.4    2.2    1.1
*SLID     BARD WEBR PO20  240.116   39.314   -8.7    5.7    0.9    0.9  0.0010    2.6   -0.2  -11.2    5.9    0.0    0.4   -6.6    5.4   -0.7    0.0   -3.9    0.2    3.9    0.9    4.4
*SLID     JF99 ECCR PO15  236.983   39.426    9.5  -26.8    2.9    2.2 -0.0083   24.5  -42.3  -15.1   15.5   -1.2    0.9  -11.6   16.1    0.0    0.0   -2.3   -1.5    2.8    2.7    1.0
*SLID     RB03 WEBR PO20  240.116   39.314  -10.4    6.1    0.5    0.5 -0.0120    0.2   -0.4  -10.5    6.5    0.0    0.4   -6.6    5.4   -0.7    0.0   -3.2    0.7    3.3    0.5    6.5
*SLID     WUSC WEBR PO20  240.116   39.314   -9.8    6.4    0.8    0.8 -0.1060    0.6   -0.1  -10.4    6.4    0.0    0.4   -6.6    5.4   -0.7    0.0   -3.0    0.7    3.1    0.8    3.8
 SLRE     DXB2 CATA PO05  243.840   31.260  -32.0   32.1    3.6    1.0  0.0000    0.0   -0.4  -32.0   32.5   -0.2   -2.4  -30.4   35.0    0.0    0.0   -1.5   -0.1    1.5    3.6    0.4
 SM01     WUSC WBAJ PO18  244.165   31.624  -28.2   30.9    1.4    1.3  0.0087    0.7   -0.1  -28.9   30.9    2.1    1.4  -31.4   28.3    0.0    0.0    0.4    1.2    1.3    1.3    1.0
 SMEL     RB03 EBNR PO13  247.155   39.426   -2.9    0.3    0.5    0.5  0.0179    0.1   -0.3   -3.1    0.6    0.3    0.0   -3.3    1.4    0.0    0.0    0.0   -0.8    0.8    0.5    1.6
 SMEL     WUSC EBNR PO13  247.155   39.426   -2.8    0.7    0.8    0.8 -0.0740    0.6   -0.1   -3.4    0.8    0.3    0.0   -3.3    1.4    0.0    0.0   -0.4   -0.6    0.7    0.8    1.0
 SMYC     RB03 EBNR PO13  244.413   36.320   -2.8    0.6    0.9    0.8  0.0960    0.2   -0.3   -3.0    0.9   -0.3    0.5   -2.6    0.8    0.0    0.0    0.0   -0.3    0.3    0.8    0.4
*SMYC     WUSC EBNR PO13  244.413   36.320   -2.3    2.1    2.0    2.0  0.0398    0.7   -0.1   -2.9    2.1   -0.3    0.5   -2.6    0.8    0.0    0.0    0.0    0.8    0.8    2.0    0.4
 SND1     RB03 PANA PO25  242.551   37.019   -2.5    3.6    1.3    1.5 -0.1079    0.2   -0.3   -2.7    4.0   -0.8   -0.1   -3.0    3.1    0.0    0.0    1.2    1.0    1.6    1.3    1.2
 SND1     WUSC PANA PO25  242.551   37.019   -3.1    3.6    1.5    1.7 -0.1020    0.7   -0.1   -3.8    3.6   -0.8   -0.1   -3.0    3.1    0.0    0.0    0.1    0.6    0.6    1.7    0.4
*SNHS     WUSC WBAJ PO18  242.071   33.927  -26.2   31.6    3.6    3.3  0.0749    0.7   -0.1  -26.9   31.7    2.3   -3.8  -28.2   30.6    0.0    0.0   -1.0    4.8    4.9    3.3    1.5
 SNHS_GPS CMM3 WBAJ PO18  242.071   33.927  -25.8   26.7    1.1    1.1 -0.0380    0.3   -0.1  -26.2   26.8    2.3   -3.8  -28.2   30.6    0.0    0.0   -0.3   -0.1    0.3    1.1    0.2
 SNI1     BEAV PACI PO02  240.475   33.248  -42.4   22.0    0.6    0.6  0.0000  -11.5  -12.3  -30.9   34.3    0.7   -1.3  -32.9   37.4    0.0    0.0    1.2   -1.8    2.2    0.6    3.7
 SNI1     WUSC PACI PO02  240.476   33.248  -29.7   35.6    0.8    0.8 -0.1178    0.7   -0.1  -30.4   35.7    0.7   -1.3  -32.9   37.4    0.0    0.0    1.7   -0.4    1.8    0.8    2.2
 SNI1_GPS CMM3 PACI PO02  240.476   33.248  -31.2   34.6    0.9    0.9 -0.0620    0.3    0.0  -31.5   34.7    0.7   -1.3  -32.9   37.4    0.0    0.0    0.6   -1.4    1.6    1.0    1.6
 SNJO_EDM CMM3 WBAJ PO18  242.188   33.606  -28.3   29.9    1.1    1.1 -0.1390    0.3   -0.1  -28.6   30.0    1.5   -1.7  -28.7   30.5    0.0    0.0   -1.5    1.2    1.9    1.2    1.6
 SNP2     WUSC VENT PO19  240.990   34.440  -27.0   25.3    4.2    3.0 -0.1971    0.7   -0.1  -27.7   25.3    1.8   -3.3  -29.5   31.4   -0.2   -1.7    0.2   -1.1    1.1    3.2    0.3
 SNP2_EDM CMM3 VENT PO19  240.990   34.440  -28.7   25.9    1.2    1.6  0.1270    0.3    0.0  -29.0   25.9    1.8   -3.3  -29.5   31.4   -0.2   -1.7   -1.1   -0.5    1.2    1.4    0.9
 SNP2_GPS CMM3 VENT PO19  240.990   34.440  -28.8   25.9    1.3    1.3 -0.0510    0.3    0.0  -29.2   25.9    1.8   -3.3  -29.5   31.4   -0.2   -1.7   -1.3   -0.5    1.4    1.2    1.1
 SNPA     WUSC VENT PO19  241.001   34.388  -27.6   27.1    2.0    1.8 -0.0216    0.7   -0.1  -28.3   27.2    1.6   -2.9  -29.6   31.4    0.0   -1.4   -0.3    0.0    0.3    2.0    0.1
 SNPA_GPS CMM3 VENT PO19  241.001   34.388  -27.9   26.9    0.9    0.9 -0.0600    0.3    0.0  -28.2   27.0    1.6   -2.9  -29.6   31.4    0.0   -1.4   -0.2   -0.2    0.3    0.9    0.3
 SNRI     WUSC PACI PO02  239.894   33.951  -29.6   35.1    3.6    2.6  0.2237    0.7   -0.1  -30.3   35.2    1.0   -1.3  -32.2   37.8    0.0    0.0    0.9   -1.3    1.6    2.6    0.6
 SNRI_GPS CMM3 PACI PO02  239.894   33.951  -30.3   35.7    0.9    0.9 -0.0380    0.3    0.0  -30.7   35.8    1.0   -1.3  -32.2   37.8    0.0    0.0    0.5   -0.7    0.9    1.0    1.0
 SNT0     WUSC ANZA PO23  242.116   34.042  -24.1   24.1    2.0    1.7  0.0336    0.7   -0.1  -24.8   24.2    1.8   -4.2  -26.5   31.0   -0.5   -1.4    0.4   -1.2    1.3    1.7    0.7
 SNT0_GPS CMM3 ANZA PO23  242.117   34.042  -25.9   23.3    1.1    1.1 -0.0480    0.3   -0.1  -26.2   23.4    1.8   -4.3  -26.5   31.0   -0.5   -1.4   -1.0   -2.0    2.2    1.1    2.0
 SNTZ_GPS CMM3 ANZA PO23  242.116   34.042  -21.5   24.4    1.4    1.2 -0.0930    0.3   -0.1  -21.9   24.5    1.8   -4.3  -26.5   31.0   -0.5   -1.4    3.3   -0.9    3.4    1.4    2.4
*SOAP     WUSC MOJA PO11  243.019   34.904  -10.3    7.6    3.8    3.2  0.1155    0.7   -0.1  -11.0    7.7   -0.2   -1.7   -9.8   12.0    0.1    1.1   -1.1   -3.8    3.9    3.3    1.2
 SOAP_GPS CMM3 MOJA PO11  243.019   34.904  -10.1   11.2    0.9    0.9 -0.0570    0.3   -0.1  -10.4   11.2   -0.2   -1.7   -9.8   12.0    0.1    1.1   -0.5   -0.2    0.5    0.9    0.6
 SOD0_EDM CMM3 SALT PO12  244.082   33.179  -15.6   18.1    1.0    1.0 -0.0250    0.3   -0.1  -16.0   18.2   -1.9   -2.2  -16.3   22.1    3.2   -2.1   -1.0    0.4    1.0    1.0    1.0
 SODB     BARD WCCR PO17  238.074   37.166  -19.0   25.4    1.4    1.4  0.0050    2.2    0.2  -21.2   25.3   -3.1    3.7  -17.3   21.7    0.0    0.0   -0.7   -0.1    0.7    1.4    0.5
 SOL1     ITRF NOAM PO01  283.546   38.319  -14.0    2.8    0.7    0.8  0.2768  -14.7    2.5    0.7    0.3    0.0    0.0    0.0    0.0    0.0    0.0    0.7    0.3    0.8    0.8    1.0
 SOL1     RB03 NOAM PO01  283.546   38.319    1.1    1.0    0.9    0.7 -0.0518    0.1    0.1    1.0    0.9    0.0    0.0    0.0    0.0    0.0    0.0    1.0    0.9    1.4    0.8    1.8
 SOL1     WUSC NOAM PO01  283.546   38.319    1.0    0.6    0.9    0.8 -0.0466    0.6    0.0    0.3    0.6    0.0    0.0    0.0    0.0    0.0    0.0    0.3    0.6    0.7    0.8    0.9
 SOLE_EDM CMM3 MOJA PO11  241.811   34.983  -10.1   15.8    1.1    1.1 -0.2630    0.3    0.0  -10.4   15.8   -2.2    2.8  -10.0   11.6    0.7   -0.1    1.1    1.5    1.9    0.9    2.0
 SOLE_GPS CMM3 MOJA PO11  241.811   34.983  -10.9   15.2    0.9    1.0 -0.0750    0.3    0.0  -11.2   15.2   -2.2    2.8  -10.0   11.6    0.7   -0.1    0.3    0.9    1.0    0.9    1.0
 SOLI     WUSC VENT PO19  240.657   34.298  -28.4   29.8    2.3    1.8  0.0800    0.7   -0.1  -29.1   29.8    0.8   -1.5  -29.8   31.8    0.0    0.1    0.0   -0.6    0.6    1.8    0.3
 SOLI_GPS CMM3 VENT PO19  240.657   34.298  -30.2   28.7    1.0    0.9 -0.0330    0.3    0.0  -30.5   28.7    0.8   -1.5  -29.8   31.8    0.0    0.1   -1.4   -1.6    2.2    0.9    2.3
 SOLJ_GPS CMM3 SANA PO08  242.748   32.840  -27.2   29.7    1.1    1.1 -0.0440    0.3   -0.1  -27.6   29.7    3.2   -0.6  -32.6   31.2    0.0    0.0    1.8   -0.9    2.0    1.1    1.8
*SOUR     WUSC NOAM PO01  214.516   62.664    1.8   -3.7    1.5    1.7 -0.0919    0.4   -0.1    1.4   -3.7    0.0    0.0    0.0    0.0    0.0    0.0    1.4   -3.7    3.9    1.7    2.3
 SPJ1     WUSC SANA PO08  241.647   33.797  -29.3   26.9    3.3    3.0  0.0074    0.7   -0.1  -30.0   27.0    2.7   -2.5  -31.1   32.7    0.0    0.0   -1.6   -3.2    3.6    3.1    1.2
 SPJ1_GPS CMM3 SANA PO08  241.647   33.797  -27.2   33.4    1.0    1.0 -0.0430    0.3    0.0  -27.6   33.4    2.7   -2.5  -31.1   32.7    0.0    0.0    0.8    3.2    3.3    1.0    3.3
 SPK1     ITRF VENT PO19  241.354   34.059  -39.4   17.4    2.7    2.3 -0.4007  -11.2  -12.8  -28.2   30.2    0.8   -0.3  -30.0   31.1    1.5   -0.5   -0.4   -0.1    0.4    2.6    0.2
 SPK1     WUSC VENT PO19  241.354   34.059  -27.4   29.7    0.8    0.8 -0.1437    0.7   -0.1  -28.1   29.8    0.8   -0.3  -30.0   31.1    1.5   -0.5   -0.4   -0.5    0.6    0.7    0.9
 SPK1_GPS CMM3 VENT PO19  241.354   34.059  -27.9   29.4    0.9    0.9 -0.0590    0.3    0.0  -28.2   29.5    0.8   -0.3  -30.0   31.1    1.5   -0.5   -0.5   -0.8    0.9    0.9    1.1
 SPMS     WUSC ANZA PO23  242.151   33.993  -23.3   28.1    0.9    0.9 -0.0054    0.7   -0.1  -24.0   28.1    1.8   -3.8  -26.5   31.0   -0.5   -1.4    1.3    2.3    2.6    0.9    2.9
 SPMS_GPS CMM3 ANZA PO23  242.151   33.993  -24.6   25.9    1.0    1.0 -0.0460    0.3   -0.1  -24.9   26.0    1.8   -3.8  -26.5   31.0   -0.5   -1.4    0.4    0.1    0.4    1.0    0.4
*SPMX     WUSC CATA PO05  244.534   31.045  -28.4   28.9    1.5    1.2 -0.0204    0.7   -0.1  -29.1   29.0    0.4   -2.4  -30.3   34.9    0.0    0.0    0.8   -3.4    3.5    1.3    2.8
 SPMX_GPS CMM3 CATA PO05  244.534   31.045  -31.3   30.0    1.0    1.1 -0.0500    0.3   -0.1  -31.6   30.1    0.4   -2.4  -30.3   34.9    0.0    0.0   -1.7   -2.4    2.9    1.0    2.9
 SPRN     DXSN SNEV PO04  241.270   36.180  -10.0    9.5    1.3    0.6  0.0000    0.8    0.3  -10.8    9.2    0.4    1.7  -11.3    7.3    0.0    0.0    0.1    0.3    0.3    0.7    0.4
 SPUR     JF99 WCCR PO17  236.329   38.988    6.9  -12.1    4.0    2.6  0.1311   24.2  -41.4  -17.2   29.3   -6.7    9.0  -15.4   23.1    0.0    0.0    4.8   -2.8    5.6    3.5    1.6
 SR28_EDM CMM3 ANZA PO23  242.346   33.850  -25.0   27.1    1.0    1.0 -0.0230    0.3   -0.1  -25.4   27.1    1.7   -3.2  -26.6   30.9   -0.5   -1.1    0.0    0.5    0.5    1.0    0.5
 STAG_EDM CMM3 WBAJ PO18  243.714   32.915  -25.7   27.4    1.0    1.2 -0.0830    0.3   -0.1  -26.0   27.4    3.3   -1.6  -29.4   28.8    0.0    0.0    0.1    0.2    0.2    1.2    0.1
 STAN_EDM CMM3 SALI PO16  239.749   35.073  -29.6   33.4    1.4    2.2 -0.4310    0.3    0.0  -29.9   33.5    2.4   -0.7  -32.2   33.7    1.1   -1.5   -1.1    1.9    2.2    2.3    1.0
 STB1     ITRF NOAM PO01  272.686   44.795  -18.0   -1.7    1.4    1.6  0.0456  -16.5   -1.7   -1.5    0.0    0.0    0.0    0.0    0.0    0.0    0.0   -1.5    0.0    1.5    1.4    1.1
 STEE_GPS CMM3 ANZA PO23  242.470   34.077  -22.7   25.3    1.2    1.2 -0.0650    0.3   -0.1  -23.0   25.3    4.3   -6.8  -26.3   30.8   -0.2   -1.3   -0.8    2.5    2.7    1.2    2.2
